"id","clipper_id","user_id","notes","location_bought","created_at","updated_at"
"019bb809-e2a6-7335-aabe-eaa35d80943c","019bb809-c36a-731e-80f3-422192d76f8c","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 15:46:54","2026-01-13 15:46:54"
"019bb80c-d184-73a2-92cb-b7348be54218","019bb80c-b3dd-712f-a499-f4969f542f89","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 15:50:06","2026-01-13 15:50:06"
"019bb80e-7006-70a8-ab9d-2404dccd313b","019bb80e-531f-73f4-88b7-8a96daf60ef6","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 15:51:52","2026-01-13 15:51:52"
"019bb811-0999-73c2-82c5-9674e756af53","019bb810-e9ff-7210-b0b2-53b9da385be0","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 15:54:42","2026-01-13 15:54:42"
"019bb817-4f80-7001-a931-8ad3e3ee7d0c","019bb812-1bb3-7209-914c-90c4c7728dbd","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 16:01:34","2026-01-13 16:01:34"
"019bb819-0ccb-73cb-a8e0-164054184b27","019bb818-eb00-729a-a499-46b690088e81","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 16:03:28","2026-01-13 16:03:28"
"019bb819-1159-72f3-9214-bf50f7c208c2","019bb818-f1d9-7088-89a1-c6bbad826618","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 16:03:29","2026-01-13 16:03:29"
"019bb81b-1db3-7344-ab4f-6f777b7c6175","019bb81b-056f-7331-aa3c-93a7d23895ac","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 16:05:43","2026-01-13 16:05:43"
"019bb8c3-05d9-7034-8dc1-4844180ca0a0","019bb8c2-f21f-7039-bf95-ab2f4480d2d1","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:09:07","2026-01-13 19:09:07"
"019bb8c3-e34d-73da-8ee9-bfbed6ee8d9c","019bb8c3-ce32-702e-aa77-8fe0f83220eb","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:10:04","2026-01-13 19:10:04"
"019bb8c5-3e77-7066-97a0-4672533f55d1","019bb8c5-087b-7300-880e-4abd978af1a5","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:11:32","2026-01-13 19:11:32"
"019bb8c5-41f3-724d-8a24-cdf2c7581a72","019bb8c5-0fc2-7006-b320-c8ec6338e89a","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:11:33","2026-01-13 19:11:33"
"019bb8c5-977a-70d5-a661-ba4b85984cdf","019bb80e-57fa-72cd-9aae-83b9cb55c22e","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:11:55","2026-01-13 19:11:55"
"019bb8c7-1524-709e-a435-571de07cc4f9","019bb8c6-8032-723c-8c40-b06a3b47e569","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:13:33","2026-01-13 19:13:33"
"019bb8c7-152a-7112-819b-458ff3d59165","019bb8c6-846d-717d-a18d-558bac31f9bc","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:13:33","2026-01-13 19:13:33"
"019bb8c7-152e-73d3-a175-d00e7bedd62c","019bb8c6-883a-738e-9857-890faba502c2","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:13:33","2026-01-13 19:13:33"
"019bb8c7-1532-7298-aa70-ba6a3e94b67d","019bb8c6-8d08-7077-bb27-71b852a88075","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:13:33","2026-01-13 19:13:33"
"019bb8c9-2802-702c-ba03-909b4274ee96","019bb8c9-0d26-72cd-8cae-7d99609c0410","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:15:49","2026-01-13 19:15:49"
"019bb8c9-2a10-73ee-a9d9-4148a5abdcb0","019bb8c9-10f3-7044-a7c8-868c8766f067","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:15:49","2026-01-13 19:15:49"
"019bb8c9-2c4f-73b7-b7c6-9a3b490eab02","019bb8c9-14a9-708b-872f-85fc8c2b9b11","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:15:50","2026-01-13 19:15:50"
"019bb8ca-1cfc-715a-8940-f3588a14b3f3","019bb8c9-f621-704b-b02f-27bc531ea805","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:16:52","2026-01-13 19:16:52"
"019bb8ca-1f55-724d-b3a4-b184be31d942","019bb8c9-fb74-73c2-bb88-af4572f32efd","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:16:52","2026-01-13 19:16:52"
"019bb8ca-21c2-72ff-9e3c-2dcdfe61ceed","019bb8ca-007e-7037-84c2-1edcbef8fe77","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:16:53","2026-01-13 19:16:53"
"019bb8ca-f4a5-703c-8274-cb6693943a2f","019bb8ca-d6d5-73d3-b7ff-3e3bc4884167","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:17:47","2026-01-13 19:17:47"
"019bb8ca-f815-7357-8e1a-b6197dd89f06","019bb8ca-e185-736d-9fe4-4d27215f4337","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:17:48","2026-01-13 19:17:48"
"019bb8cc-baf1-719d-8d35-4d1a45f68d0d","019bb8cc-9dfe-72da-a733-757228a5db46","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:19:43","2026-01-13 19:19:43"
"019bb8cc-baf5-7359-b75d-6cd8dc8f8621","019bb8cc-a1ed-7265-b965-94fa41690b7f","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:19:43","2026-01-13 19:19:43"
"019bb8cc-baf9-7208-a3b0-7296b5d271e3","019bb8cc-a69c-7247-bb6b-495b3bec9f0f","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:19:43","2026-01-13 19:19:43"
"019bb8cc-bafe-7279-be54-47f15b873f2a","019bb8cc-aa55-70c5-9655-3401485f1230","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:19:43","2026-01-13 19:19:43"
"019bb8cd-bc4a-73c9-84bc-2f230e8845a9","019bb8cd-a83e-70ed-8218-62e4d7c09fe0","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:20:49","2026-01-13 19:20:49"
"019bb8cd-bf6c-701c-b6ac-4f0e4d2798e8","019bb8cd-ad21-7224-944b-f7c2e792b964","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:20:50","2026-01-13 19:20:50"
"019bb8ce-9a3d-73c3-bf0c-f9ea3b70ed9d","019bb8ce-7dcf-7345-80ae-d9910aee73c8","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:21:46","2026-01-13 19:21:46"
"019bb8ce-9ed9-7264-9a39-1622b9ec52b3","019bb8ce-7082-72d5-af5b-8d2897d8397b","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:21:47","2026-01-13 19:21:47"
"019bb8cf-82a8-71e8-9810-f6d46da68120","019bb8cf-6830-7011-b003-8a78231012f6","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:22:45","2026-01-13 19:22:45"
"019bb8cf-82ad-725d-a9cf-911ae33b7ae2","019bb8cf-6c32-707a-993a-e09a88d2a217","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:22:45","2026-01-13 19:22:45"
"019bb8cf-82b1-708e-b8c3-62a16cdd8219","019bb8cf-70a1-72fe-993a-3582e2f4d158","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:22:45","2026-01-13 19:22:45"
"019bb8cf-82b4-72fb-a0e9-17fa33158e50","019bb8cf-7430-7304-8d72-a00dc8dbfd34","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:22:45","2026-01-13 19:22:45"
"019bb8d0-bd38-7332-af41-41d3ac172bd7","019bb8d0-aaed-7145-9c25-e293d7d5a11f","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:24:06","2026-01-13 19:24:06"
"019bb8d0-bfe3-7198-af43-7751dc6ebd4a","019bb8d0-adfb-70b0-8731-e9b397a4bd41","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:24:07","2026-01-13 19:24:07"
"019bb8d1-b8c9-7141-93bc-6acebcbb83ab","019bb8d1-9cef-72e2-9b4d-6f6b17b1ba8e","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:25:10","2026-01-13 19:25:10"
"019bb8d1-b8d1-7377-baeb-5e7c3a713699","019bb8d1-a275-7280-9d4b-1713ac9d23d6","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:25:10","2026-01-13 19:25:10"
"019bb8d1-b8d8-70de-b401-f13d0206d207","019bb8d1-a599-71e7-a318-a573855a9821","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:25:10","2026-01-13 19:25:10"
"019bb8d1-b8df-71f2-913c-d360ead885d7","019bb8d1-a96f-7282-b62b-8e1264652b7d","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:25:10","2026-01-13 19:25:10"
"019bb8d2-bd31-73f3-a8d7-d788d31cc463","019bb8d2-a6bd-70d9-b3f8-4a36f0f81d56","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:26:17","2026-01-13 19:26:17"
"019bb8d2-c0a3-73ca-9124-ccbdd898d78e","019bb8d2-aace-72f3-9b58-31d614448a85","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:26:18","2026-01-13 19:26:18"
"019bb8d4-5934-7184-a3ee-571c9f7126d1","019bb8d4-3c29-72db-aa3d-73a3a197894c","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:02","2026-01-13 19:28:02"
"019bb8d4-593c-73f4-ae3e-41edcd11a9a2","019bb8d4-4031-7279-8258-29b8e59eb245","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:02","2026-01-13 19:28:02"
"019bb8d4-5941-7019-a2a6-8321fb51a0b7","019bb8d4-440f-7045-be5e-1a414b2ebffb","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:02","2026-01-13 19:28:02"
"019bb8d4-5945-73f4-9530-4ecf5622b6ae","019bb8d4-495c-71d2-9a1c-2b3fd1c00028","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:02","2026-01-13 19:28:02"
"019bb8d5-26ce-7094-806b-4784f2c6c83a","019bb8d5-017e-72bd-bd32-9cf3a56291b4","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:55","2026-01-13 19:28:55"
"019bb8d5-26d3-72da-a7df-ede020d5a490","019bb8d5-055c-7056-b4c0-5c1c569d1c82","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:55","2026-01-13 19:28:55"
"019bb8d5-26d6-70aa-8502-873ee866954d","019bb8d5-0923-73c2-bf0a-32e6c21c63e3","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:55","2026-01-13 19:28:55"
"019bb8d5-26da-70b3-b653-034fea650d7c","019bb8d5-0e0d-710b-8839-ad00d50acdc1","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:28:55","2026-01-13 19:28:55"
"019bb8d6-48e8-7194-8a86-08948f2faea2","019bb8d6-2e28-71a4-86b2-d61a5314ad30","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:30:09","2026-01-13 19:30:09"
"019bb8d6-48f1-711c-bdf1-e3ba26525f3d","019bb8d6-31a2-73f0-a74b-2d1f86fb79e8","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:30:09","2026-01-13 19:30:09"
"019bb8d6-48f9-729d-9eed-7c554774ea8d","019bb8d6-352c-733e-ba00-43fb478bc84c","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:30:09","2026-01-13 19:30:09"
"019bb8d6-4901-723b-bea9-ddf72a223ced","019bb8d6-38cd-7257-80b6-66c0fcf427b1","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:30:09","2026-01-13 19:30:09"
"019bb8da-3ae1-70af-815e-f489dc88f42b","019bb8cb-acaf-71ac-b1c0-87b0b712803d","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:34:28","2026-01-13 19:34:28"
"019bb8da-3ae7-7173-a72f-d68b705e2093","019bb8cb-b0f0-71b4-a57f-dcaef157a147","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:34:28","2026-01-13 19:34:28"
"019bb8da-3aee-7139-b0ad-7a26d652515e","019bb8cb-b4ae-73a9-ae1d-099b5cf81390","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:34:28","2026-01-13 19:34:28"
"019bb8da-3af5-71dd-aa64-029311f37355","019bb8da-2adf-7075-8cd4-061d2e9836d9","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:34:28","2026-01-13 19:34:28"
"019bb8e1-939b-73ec-a92c-5f0b31fdf333","019bb7e5-f965-73f3-9b76-3b9ff32f34f2","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:42:29","2026-01-13 19:42:29"
"019bb8e2-d807-72b7-b343-a9fa47d58de9","019bb801-93cd-70dd-88f3-725e139bfb85","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:43:52","2026-01-13 19:43:52"
"019bb8e3-11c1-70b5-ac3f-cd3ef931f229","019bb7ff-6ef3-7367-a4f4-47a30c3861d3","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:44:07","2026-01-13 19:44:07"
"019bb8e3-16d0-721d-9427-f7b51766f4d5","019bb7ff-5767-7337-9a22-feffded2f8e8","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 19:44:08","2026-01-13 19:44:08"
"019bb8f6-e4c9-7149-8876-e836e2bdf6b4","019bb80c-bc5a-7062-a947-bd88c6698ff9","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 20:05:46","2026-01-13 20:05:46"
"019bb903-0f3f-72f5-81b3-cab6d3923a83","019bb902-e710-706f-967e-fafbcb0ad5ad","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 20:19:04","2026-01-13 20:19:04"
"019bb909-4b52-7325-ab95-a44b77b2d010","019bb909-3fcc-739f-a919-dd2f9fe331c4","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 20:25:52","2026-01-13 20:25:52"
"019bb915-bb55-73a6-b667-d1cd7ea08392","019bb915-65ad-71ab-97f9-6ba812aff1ce","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-13 20:39:27","2026-01-13 20:39:27"
"019bbb9c-0924-7146-941d-3c22da33f369","019bbb9b-cac0-7359-9c40-f4cde5664675","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 08:25:24","2026-01-14 08:25:24"
"019bbba3-f9b4-7327-acae-fc210a4f810c","019bbba3-43c6-7071-880d-785c66f28d8d","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 08:34:04","2026-01-14 08:34:04"
"019bbc2d-9cba-7308-a3f6-9b99cafa287d","019bbc2a-acd6-7108-afda-b6092784fd56","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:04:24","2026-01-14 11:04:24"
"019bbc2d-a1eb-72a9-9809-d70664b79c88","019bbc2a-b40f-72fd-b960-3b2a315e4050","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:04:25","2026-01-14 11:04:25"
"019bbc2d-acce-70f9-a557-db28c74ddbd0","019bbc2a-bb32-72d1-a8a4-fa2eb2a39ab5","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:04:28","2026-01-14 11:04:28"
"019bbc33-7067-71f4-a483-af2a9ea07299","019bbc33-4a26-7149-9cc3-43128bf02892","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:10:46","2026-01-14 11:10:46"
"019bbc38-5218-71ad-8abc-40152cadc655","019bbc36-2eda-72fe-85f9-7f479435fee2","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:16:06","2026-01-14 11:16:06"
"019bbc39-5663-7254-a1b7-a69ff23f56ba","019bbc39-36bd-703e-8dfd-42783433cda9","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:17:12","2026-01-14 11:17:12"
"019bbc3b-09a0-7385-ac7f-4f89cb85f29b","019bbc3a-f9fa-71b4-823c-fe0925513764","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:19:04","2026-01-14 11:19:04"
"019bbc3d-9bbc-70f1-82de-2b24fda58248","019bbc3c-419b-7093-81d3-23e4fc3da2b9","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:21:52","2026-01-14 11:21:52"
"019bbc44-e33f-73f5-a9f8-66c7e33c88e8","019bbc44-894b-72d3-8cf8-d24daf1d4926","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:29:49","2026-01-14 11:29:49"
"019bbc4c-cd7c-73db-94f7-3c16ebb275c7","019bbc46-084f-727d-bd0f-cff70b793afc","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:38:28","2026-01-14 11:38:28"
"019bbc4c-cda9-718d-beda-5eff664192a5","019bbc46-0e6f-7192-bc81-8b506aa458ba","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:38:28","2026-01-14 11:38:28"
"019bbc4e-e579-71a7-a6f4-3020990811f2","019bbc4e-cc8a-73c1-aea2-f32b98e08c8a","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:40:45","2026-01-14 11:40:45"
"019bbc4e-e5a5-7123-8076-77c1c11faaf0","019bbc4e-d2a7-7206-bd75-54ff2bd2d92a","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:40:45","2026-01-14 11:40:45"
"019bbc52-20ef-7399-8213-4727d5186f4f","019bbc51-f5b2-72e7-8f3b-daa4aae8ad26","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:44:17","2026-01-14 11:44:17"
"019bbc52-211a-7157-b8ab-4d9f8fe84bf5","019bbc51-fc7d-71e3-b6ae-c13cb839b578","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:44:17","2026-01-14 11:44:17"
"019bbc52-2145-72c5-a070-ee86844fcf73","019bbc52-01fd-737a-a2ba-04dd8a52e13b","019bb7be-fec4-7390-a7e1-63b1a0c1067f",,,"2026-01-14 11:44:17","2026-01-14 11:44:17"
